05;38;9;001;99;Adeje                                             ;99;99;00035;00000;00000;00020907;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;002;99;Agulo                                             ;99;99;00002;00000;00000;00000972;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;003;99;Alajeró                                           ;99;99;00002;00000;00000;00001510;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;004;99;Arafo                                             ;99;99;00009;00000;00000;00004490;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;005;99;Arico                                             ;99;99;00012;00000;00000;00005666;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;006;99;Arona                                             ;99;99;00070;00000;00000;00041302;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;007;99;Barlovento                                        ;99;99;00004;00000;00000;00001625;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;008;99;Breña Alta                                        ;99;99;00010;00000;00000;00005658;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;009;99;Breña Baja                                        ;99;99;00006;00000;00000;00004299;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;010;99;Buenavista del Norte                              ;99;99;00008;00000;00000;00003974;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;011;99;Candelaria                                        ;99;99;00036;00000;00000;00021563;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;012;99;Fasnia                                            ;99;99;00004;00000;00000;00002310;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;013;99;Frontera                                          ;99;99;00005;00000;00000;00003019;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;014;99;Fuencaliente de la Palma                          ;99;99;00002;00000;00000;00001341;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;015;99;Garachico                                         ;99;99;00008;00000;00000;00004067;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;016;99;Garafía                                           ;99;99;00004;00000;00000;00001178;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;017;99;Granadilla de Abona                               ;99;99;00054;00000;00000;00030646;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;018;99;La Guancha                                        ;99;99;00008;00000;00000;00004455;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;019;99;Guía de Isora                                     ;99;99;00025;00000;00000;00013758;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;020;99;Güímar                                            ;99;99;00029;00000;00000;00015899;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;021;99;Hermigua                                          ;99;99;00003;00000;00000;00001599;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;022;99;Icod de los Vinos                                 ;99;99;00035;00000;00000;00018629;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;023;99;San Cristóbal de La Laguna                        ;99;99;00220;00000;00000;00125528;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;024;99;Los Llanos de Aridane                             ;99;99;00028;00000;00000;00015310;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;025;99;La Matanza de Acentejo                            ;99;99;00010;00000;00000;00007088;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;026;99;La Orotava                                        ;99;99;00053;00000;00000;00033514;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;027;99;El Paso                                           ;99;99;00011;00000;00000;00005545;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;028;99;Puerto de la Cruz                                 ;99;99;00030;00000;00000;00022035;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;029;99;Puntagorda                                        ;99;99;00004;00000;00000;00001493;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;030;99;Puntallana                                        ;99;99;00004;00000;00000;00001945;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;031;99;Los Realejos                                      ;99;99;00054;00000;00000;00029154;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;032;99;El Rosario                                        ;99;99;00022;00000;00000;00013536;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;033;99;San Andrés y Sauces                               ;99;99;00008;00000;00000;00003594;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;034;99;San Juan de la Rambla                             ;99;99;00007;00000;00000;00003998;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;035;99;San Miguel de Abona                               ;99;99;00017;00000;00000;00010384;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;036;99;San Sebastián de la Gomera                        ;99;99;00012;00000;00000;00006831;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;037;99;Santa Cruz de la Palma                            ;99;99;00023;00000;00000;00012803;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;038;99;Santa Cruz de Tenerife                            ;99;99;00281;00000;00000;00164468;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;039;99;Santa Úrsula                                      ;99;99;00018;00000;00000;00011112;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;040;99;Santiago del Teide                                ;99;99;00009;00000;00000;00005446;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;041;99;El Sauzal                                         ;99;99;00015;00000;00000;00006970;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;042;99;Los Silos                                         ;99;99;00008;00000;00000;00003781;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;043;99;Tacoronte                                         ;99;99;00031;00000;00000;00019265;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;044;99;El Tanque                                         ;99;99;00004;00000;00000;00002199;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;045;99;Tazacorte                                         ;99;99;00008;00000;00000;00003549;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;046;99;Tegueste                                          ;99;99;00018;00000;00000;00009271;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;047;99;Tijarafe                                          ;99;99;00004;00000;00000;00001756;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;048;99;Valverde                                          ;99;99;00009;00000;00000;00003957;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;049;99;Valle Gran Rey                                    ;99;99;00006;00000;00000;00002683;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;050;99;Vallehermoso                                      ;99;99;00005;00000;00000;00002436;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;051;99;La Victoria de Acentejo                           ;99;99;00015;00000;00000;00007326;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;052;99;Vilaflor de Chasna                                ;99;99;00002;00000;00000;00001280;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;053;99;Villa de Mazo                                     ;99;99;00005;00000;00000;00003763;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
05;38;9;901;99;El Pinar de El Hierro                             ;99;99;00003;00000;00000;00001456;00000000;00000000;00000;00000000;00000;00000;00000000;00000;
